country,adm1_code,admin_level_1,year,farmer,nextserv,nremit,nborrow,nsocben,telephone,dsmall,vpfood,foodprod,totvp,totlivstvp,yield_vha,yieldwork,yield_total,yield_weha,yield_maha,yield_riha,foodexp,pcexp2,foodownp,foodcal,totincome,qchem_ha,femhead,agehead,snghead,msize,fsize,dextens,distance,sh_agin,shagwge,shoffarm,shtrans,shother,landop,TLU_total,dmachinery,shirrland,chemexp_ha,qfert_ha,fertexp_ha,qseed_ha,seedexp_ha,dtchadmem,shagprod_sold,shinput_vp,shfert_purch,shseed_purch,shchem_purch,dborrow,amloan,famldays,wfamldays,mfamldays,hlabdays,hlabwage,offlabday,offlabwage,hhsize,eduhead,dsocben,shsocben,dremit,remitt,dphone,TLU_agg_cattle,TLU_agg_poultry,TLU_agg_other,TLU_agg_equins,TLU_agg_pigs,TLU_agg_camels,TLU_agg_goats,var_type
Viet Nam,3355,Khanh Hoa,2008,118992.0,7800.0,90583.0,45251.0,20922.0,2053.0,0.849,1158.905,1.68,1538.161,726.171,4058.94,8.899,,,,,530.253,878.66,0.166,,6336.845,,0.295,50.827,0.234,2.213,2.331,0.066,,0.444,0.096,0.334,0.088,0.038,0.333,0.712,0.041,0.608,184.132,502.051,719.326,,248.979,,0.611,0.38,,,,0.38,657.037,0.925,0.476,0.449,0.184,7.229,0.919,7.901,4.545,5.537,0.176,0.006,0.761,304.86,0.044,0.267,0.143,0.0,0.0,0.303,0.0,0.0,1
Viet Nam,3356,Kien Giang,2002,190553.98,0.0,104095.601,3531.817,10532.776,12975.044,0.551,2244.028,4.976,2362.826,794.777,2356.81,8.84,2844.748,,,,447.65,747.668,0.289,,6921.359,,0.204,49.849,0.181,2.514,2.682,,2.103,0.669,0.066,0.185,0.041,0.04,1.176,0.927,0.179,,159.181,,598.454,,327.825,,0.706,0.623,,,,0.019,1156.374,1.045,0.502,0.541,0.22,,0.482,7.416,5.196,4.936,0.055,0.114,0.546,157.749,0.068,0.0,0.131,0.0,0.0,0.796,0.0,0.0,1
Viet Nam,3356,Kien Giang,2008,241378.0,2491.0,205782.0,139768.0,12263.0,2262.0,0.578,5156.435,8.953,5242.971,723.639,4010.295,25.189,,,,,562.029,965.784,0.322,,9439.026,,0.186,52.813,0.193,2.409,2.161,0.01,,0.71,0.081,0.112,0.072,0.026,1.439,0.451,0.032,0.711,201.547,473.715,604.024,,171.06,,0.726,0.391,,,,0.579,1454.44,0.935,0.383,0.553,0.166,7.044,0.497,9.385,4.57,4.948,0.051,0.001,0.853,436.097,0.013,0.0,0.132,0.0,0.0,0.318,0.0,0.0,1
Viet Nam,3357,Kon Tum,2002,70486.465,0.0,55868.941,309.823,30408.659,1792.596,0.468,1224.437,2.433,2071.242,663.351,1418.698,4.59,2999.544,,,,383.717,637.089,0.409,,6426.012,,0.159,44.839,0.151,2.602,2.666,,3.292,0.81,0.041,0.078,0.052,0.018,1.38,0.691,0.114,,41.28,,224.554,,80.048,,0.53,0.192,,,,0.004,2181.159,1.64,0.87,0.77,0.168,3.08,0.163,7.658,5.268,4.604,0.431,0.013,0.793,155.262,0.025,0.215,0.064,0.0,0.0,0.413,0.0,0.0,1
Viet Nam,3357,Kon Tum,2008,73861.0,9661.0,66144.0,44889.0,20856.0,0.0,0.585,1859.444,3.109,3243.641,811.324,2029.381,10.597,,,,,491.873,791.351,0.421,,7009.939,,0.161,46.027,0.118,2.854,2.434,0.131,,0.664,0.099,0.171,0.052,0.014,1.537,0.783,0.074,0.363,41.672,301.014,278.196,,85.542,,0.571,0.263,,,,0.608,1540.576,1.366,0.678,0.688,0.184,9.976,0.493,9.514,5.288,5.216,0.282,0.003,0.896,141.23,0.0,0.206,0.087,0.0,0.0,0.49,0.0,0.0,1
Viet Nam,73938,Lai Chau,2002,101141.737,0.0,83430.287,4912.243,17776.63,2116.697,0.585,1363.152,2.575,1764.796,899.171,2296.231,2.924,3999.431,,,,281.358,475.39,0.648,,5551.911,,0.127,43.08,0.095,3.117,2.947,,1.65,0.793,0.008,0.105,0.076,0.017,1.056,1.18,0.209,,38.207,,198.101,,181.653,,0.242,0.243,,,,0.049,687.764,2.381,1.277,1.101,0.071,0.951,0.26,4.128,6.064,4.333,0.176,0.009,0.825,184.158,0.021,0.364,0.121,0.0,0.0,0.696,0.0,0.0,1
Viet Nam,73938,Lai Chau,2008,60190.0,19536.0,39398.0,25976.0,19167.0,0.0,0.602,1567.447,2.217,2102.812,796.397,2375.271,3.613,,,,,425.856,556.022,0.653,,4612.509,,0.115,40.555,0.103,2.822,2.764,0.325,,0.743,0.014,0.204,0.03,0.009,1.414,1.14,0.086,0.429,29.558,460.272,249.229,,108.253,,0.274,0.237,,,,0.432,666.13,2.184,1.123,1.06,0.038,9.469,0.472,7.077,5.587,3.307,0.318,0.007,0.655,49.9,0.0,0.109,0.121,0.0,0.0,0.91,0.0,0.0,1
Viet Nam,3359,Lam Dong,2002,168248.516,0.0,154218.412,6695.261,20913.28,29946.971,0.759,443.951,0.923,1807.603,524.068,775.025,5.151,2638.714,,,,372.141,826.3,0.144,,5311.407,,0.188,45.175,0.145,2.411,2.562,,0.102,0.602,0.054,0.244,0.065,0.034,0.896,1.017,0.277,,140.907,,750.382,,197.694,,0.797,0.588,,,,0.04,839.86,1.35,0.617,0.709,0.209,1.9,0.447,5.519,4.973,6.391,0.124,0.035,0.917,144.687,0.178,0.063,0.115,0.0,0.0,0.84,0.0,0.0,1
Viet Nam,3359,Lam Dong,2008,231797.0,11580.0,229446.0,110220.0,26196.0,5916.0,0.684,868.303,1.139,7298.386,969.412,1017.179,23.371,,,,,496.416,929.105,0.135,,10476.444,,0.156,48.015,0.094,2.546,2.364,0.05,,0.737,0.07,0.115,0.071,0.007,1.289,2.008,0.323,0.739,155.004,1200.268,1183.569,,105.285,,0.908,0.427,,,,0.476,1471.985,1.595,0.64,0.954,0.132,10.381,0.498,12.171,4.91,7.424,0.113,0.002,0.99,343.122,0.027,0.114,0.118,0.0,0.0,1.776,0.0,0.0,1
Viet Nam,3360,Lang Son,2002,126767.218,0.0,73116.652,6264.751,11832.646,4359.865,0.506,1317.54,2.321,2028.442,988.904,2199.321,4.19,2586.988,,,,288.956,623.913,0.49,,7187.614,,0.091,44.087,0.06,2.598,2.634,,0.114,0.802,0.0,0.117,0.053,0.028,1.394,1.295,0.477,,32.479,,283.615,,118.354,,0.24,0.254,,,,0.049,671.544,2.007,1.053,0.935,0.001,,0.285,5.786,5.232,6.712,0.093,0.042,0.577,126.392,0.034,0.082,0.198,0.0,0.0,1.014,0.0,0.0,1
Viet Nam,3360,Lang Son,2008,146107.0,2828.0,94199.0,44421.0,15925.0,0.0,0.663,1395.863,1.867,2058.517,1475.433,2632.839,5.43,,,,,528.959,720.522,0.517,,5765.422,,0.135,44.857,0.121,2.12,2.271,0.019,,0.707,0.012,0.181,0.085,0.015,0.996,1.268,0.455,0.294,31.671,546.679,346.027,,119.71,,0.279,0.255,,,,0.304,454.482,1.607,0.826,0.782,0.025,7.339,0.506,7.725,4.391,6.974,0.109,0.009,0.645,262.11,0.0,0.0,0.223,0.0,0.0,1.045,0.0,0.0,1
Viet Nam,73939,Lao Cai,2002,105161.953,0.0,46590.966,8612.435,5811.26,1518.491,0.669,1339.868,2.53,1747.95,902.385,2538.695,3.197,3205.565,,,,313.156,503.619,0.568,,5667.739,,0.115,42.836,0.066,2.718,2.628,,0.306,0.813,0.001,0.127,0.048,0.011,0.922,1.068,0.075,,26.947,,343.812,,146.224,,0.259,0.225,,,,0.082,800.72,2.11,1.058,1.03,0.004,,0.286,7.393,5.346,4.356,0.055,0.088,0.443,97.873,0.014,0.069,0.175,0.0,0.0,0.824,0.0,0.0,1
Viet Nam,73939,Lao Cai,2008,103517.0,29360.0,49475.0,43211.0,3359.0,0.0,0.64,1856.58,2.213,2526.44,1527.756,2408.074,4.568,,,,,428.821,519.611,0.601,,5268.432,,0.115,43.185,0.076,2.505,2.293,0.284,,0.843,0.008,0.097,0.049,0.002,1.126,2.312,0.115,0.419,33.887,539.176,379.301,,104.317,,0.354,0.259,,,,0.417,710.478,2.167,1.057,1.111,0.013,6.92,0.39,11.976,4.798,5.12,0.032,0.005,0.478,80.229,0.0,0.039,0.217,0.0,0.0,2.056,0.0,0.0,1
Viet Nam,3362,Long An,2002,209928.294,0.0,205486.145,2244.275,17022.197,13274.504,0.706,1622.758,3.675,1874.291,719.246,2492.667,8.97,3102.934,,,,426.415,920.778,0.237,,6186.546,,0.208,49.005,0.182,2.101,2.139,,1.49,0.505,0.05,0.317,0.091,0.038,0.714,0.882,0.24,,186.412,,638.61,,245.676,,0.662,0.607,,,,0.011,816.48,0.774,0.374,0.384,0.098,4.691,0.733,9.544,4.24,5.771,0.081,0.083,0.979,308.289,0.063,0.058,0.348,0.0,0.0,0.475,0.0,0.0,1
Viet Nam,3362,Long An,2008,230394.0,6135.0,230394.0,119515.0,29673.0,0.0,0.72,3148.879,5.232,3352.535,2251.437,3935.952,19.472,,,,,536.149,992.257,0.264,,9524.707,,0.276,51.24,0.171,2.113,2.191,0.027,,0.554,0.045,0.296,0.085,0.021,1.031,1.218,0.158,0.811,205.202,776.372,815.14,,171.497,,0.65,0.461,,,,0.519,3026.018,0.753,0.376,0.377,0.1,8.002,0.984,9.529,4.304,5.663,0.129,0.022,1.0,333.821,0.0,0.054,0.174,0.0,0.0,0.99,0.0,0.0,1
Viet Nam,3364,Nam Dinh,2002,396947.417,0.0,326452.481,5148.652,30182.021,8827.917,0.982,1345.747,2.419,1368.816,1062.622,6055.773,5.771,6433.874,,,,375.93,646.58,0.542,,5415.31,,0.141,49.696,0.129,1.96,2.002,,0.218,0.559,0.007,0.291,0.109,0.034,0.219,1.085,0.264,,245.897,,711.456,,382.138,,0.343,0.405,,,,0.013,553.977,0.919,0.588,0.328,0.015,,0.796,7.019,3.962,7.963,0.076,0.154,0.822,231.505,0.022,0.016,0.082,0.0,0.0,0.987,0.0,0.0,1
Viet Nam,3364,Nam Dinh,2008,443062.0,5136.0,425249.0,144603.0,50190.0,3060.0,0.988,1502.508,1.972,2252.792,1205.939,6931.292,15.469,,,,,581.8,919.764,0.459,,6863.017,,0.216,52.395,0.181,1.685,1.809,0.012,,0.531,0.014,0.279,0.152,0.023,0.228,1.986,0.043,0.838,365.458,1624.232,1081.937,,283.289,,0.41,0.392,,,,0.326,993.402,0.827,0.546,0.281,0.029,7.643,0.883,7.481,3.494,8.097,0.113,0.018,0.96,367.544,0.01,0.02,0.152,0.0,0.0,1.814,0.0,0.0,1
Viet Nam,3366,Nghe An,2002,567519.773,0.0,519532.666,35357.78,75105.417,20205.269,0.881,1001.338,1.974,1288.705,979.177,3398.107,3.323,4737.105,,,,285.91,567.115,0.418,,5206.612,,0.134,47.552,0.101,2.423,2.369,,0.111,0.665,0.009,0.181,0.121,0.023,0.413,1.015,0.228,,49.911,,551.349,,264.229,,0.291,0.34,,,,0.062,464.303,1.589,0.918,0.671,0.027,,0.413,6.174,4.792,8.416,0.132,0.097,0.915,247.889,0.036,0.144,0.094,0.0,0.0,0.777,0.0,0.0,1
Viet Nam,3366,Nghe An,2008,616278.0,36926.0,509075.0,208105.0,158095.0,5196.0,0.898,1167.871,1.677,1593.771,786.523,4413.963,5.77,,,,,464.824,764.355,0.416,,5033.989,,0.22,53.071,0.186,1.821,2.129,0.06,,0.581,0.014,0.188,0.202,0.014,0.349,0.784,0.102,0.556,68.492,1041.525,745.691,,272.365,,0.314,0.328,,,,0.338,842.467,1.197,0.731,0.466,0.017,5.648,0.505,7.752,3.95,8.255,0.257,0.035,0.826,350.436,0.011,0.309,0.105,0.0,0.0,0.37,0.0,0.0,1
Viet Nam,3367,Ninh Binh,2002,193638.948,0.0,187128.973,5472.047,20958.436,6039.023,0.968,1312.63,2.438,1484.877,880.204,4781.284,6.198,5557.941,,,,379.607,629.349,0.517,,5431.434,,0.127,46.498,0.098,2.147,2.152,,0.06,0.56,0.023,0.261,0.128,0.028,0.282,0.981,0.317,,116.644,,757.693,,344.062,,0.328,0.388,,,,0.028,530.922,0.993,0.598,0.394,0.083,1.038,0.667,6.275,4.299,7.928,0.108,0.093,0.966,267.824,0.031,0.06,0.114,0.0,0.0,0.807,0.0,0.0,1
Viet Nam,3367,Ninh Binh,2008,227632.0,1942.0,210624.0,125620.0,75490.0,7586.0,0.954,1578.869,2.064,1758.049,1111.133,5445.964,11.566,,,,,605.288,991.273,0.395,,6618.101,,0.212,51.363,0.192,1.795,2.09,0.009,,0.578,0.012,0.259,0.128,0.022,0.3,1.205,0.111,0.814,176.898,1525.378,817.156,,249.55,,0.401,0.362,,,,0.552,2009.619,0.759,0.439,0.321,0.038,7.035,0.887,9.914,3.885,8.011,0.332,0.03,0.925,266.782,0.041,0.088,0.226,0.0,0.0,0.892,0.0,0.0,1
Viet Nam,3368,Ninh Thuan,2002,60936.477,0.0,47785.488,110.005,3337.469,6304.036,0.764,1436.445,3.167,1565.107,786.373,3292.151,5.293,5969.25,,,,310.769,617.785,0.19,,5885.732,,0.237,48.495,0.197,2.739,2.693,,0.0,0.579,0.132,0.218,0.046,0.025,0.53,0.985,0.308,,212.05,,533.333,,291.58,,0.703,0.487,,,,0.002,856.092,1.139,0.518,0.621,0.421,3.765,0.514,5.691,5.432,5.646,0.055,0.029,0.784,162.479,0.103,0.304,0.05,0.0,0.0,0.631,0.0,0.0,1
Viet Nam,3368,Ninh Thuan,2008,81184.0,1117.0,81184.0,53068.0,14378.0,1354.0,0.73,1665.519,2.89,2116.099,646.204,4044.504,6.654,,,,,464.458,639.931,0.21,,6586.104,,0.2,46.764,0.196,2.408,2.593,0.014,,0.475,0.167,0.239,0.086,0.033,0.78,0.442,0.055,0.737,136.533,822.472,849.897,,225.877,,0.745,0.354,,,,0.654,1259.664,1.227,0.588,0.639,0.444,5.643,0.858,6.276,5.001,4.854,0.177,0.021,1.0,287.591,0.025,0.209,0.045,0.0,0.0,0.188,0.0,0.0,1
Viet Nam,3369,Phu Tho,2002,269905.187,0.0,230769.47,22533.789,21069.583,5978.256,0.871,1023.427,1.862,1304.156,1138.429,3030.948,2.843,3551.985,,,,377.504,592.242,0.564,,5852.058,,0.189,47.736,0.122,2.287,2.343,,0.352,0.641,0.014,0.223,0.1,0.022,0.575,1.119,0.21,,106.928,,452.836,,178.964,,0.252,0.311,,,,0.083,748.497,1.744,1.011,0.721,0.083,2.299,0.577,6.331,4.631,7.472,0.078,0.112,0.855,223.451,0.022,0.086,0.239,0.0,0.0,0.795,0.0,0.0,1
Viet Nam,3369,Phu Tho,2008,307522.0,11001.0,296554.0,105297.0,44593.0,4858.0,0.902,1196.641,1.616,1451.277,1298.626,4452.099,4.215,,,,,528.663,805.944,0.424,,6489.196,,0.221,51.335,0.131,1.944,1.972,0.036,,0.483,0.014,0.293,0.199,0.011,0.417,1.335,0.084,0.631,102.69,1068.771,728.077,,224.574,,0.275,0.321,,,,0.342,1355.218,1.393,0.809,0.584,0.016,7.394,0.86,8.546,3.916,8.488,0.145,0.033,0.964,435.145,0.023,0.103,0.237,0.0,0.0,0.994,0.0,0.0,1
Viet Nam,3370,Phu Yen,2002,129304.813,0.0,100279.938,4029.535,10755.46,3944.295,0.903,846.244,1.793,1306.499,562.923,3399.963,5.639,4952.422,,,,386.525,693.084,0.3,,5654.22,,0.212,48.19,0.192,2.22,2.181,,0.0,0.561,0.039,0.303,0.06,0.037,0.323,0.752,0.21,,105.586,,630.969,,320.66,,0.483,0.48,,,,0.031,1454.641,0.95,0.518,0.425,0.081,3.924,0.682,7.314,4.401,5.65,0.083,0.047,0.776,140.918,0.031,0.119,0.069,0.0,0.0,0.564,0.0,0.0,1
Viet Nam,3370,Phu Yen,2008,161022.0,5321.0,124366.0,46582.0,86597.0,0.0,0.804,1355.809,2.095,1815.962,931.75,4417.854,7.061,,,,,426.628,749.835,0.3,,6544.459,,0.16,51.356,0.227,2.093,2.26,0.033,,0.554,0.086,0.262,0.082,0.016,0.567,0.795,0.062,0.593,101.033,703.905,978.997,,292.25,,0.418,0.414,,,,0.289,603.385,1.258,0.634,0.624,0.121,8.167,0.83,7.411,4.353,6.044,0.538,0.022,0.772,172.792,0.0,0.455,0.049,0.0,0.0,0.291,0.0,0.0,1
Viet Nam,3371,Quang Binh,2002,140603.77,0.0,89790.377,13705.765,18216.739,5832.28,0.843,771.046,1.523,962.771,670.2,2724.877,2.966,3914.843,,,,309.052,581.155,0.351,,5444.166,,0.187,48.379,0.163,2.234,2.303,,0.465,0.61,0.025,0.177,0.156,0.032,0.401,0.759,0.146,,58.179,,410.194,,198.632,,0.271,0.362,,,,0.097,651.753,1.248,0.742,0.492,0.062,,0.438,6.867,4.536,7.491,0.13,0.118,0.639,238.633,0.041,0.097,0.104,0.0,0.0,0.558,0.0,0.0,1
Viet Nam,3371,Quang Binh,2008,162684.0,11101.0,106449.0,61257.0,72498.0,0.0,0.954,1152.026,1.519,1398.26,694.631,4037.275,5.072,,,,,454.345,752.945,0.302,,4860.485,,0.219,50.672,0.212,2.156,2.03,0.068,,0.544,0.021,0.189,0.241,0.006,0.317,0.59,0.062,0.624,85.599,834.457,647.633,,227.488,,0.314,0.397,,,,0.377,910.901,1.075,0.659,0.416,0.021,12.114,0.627,8.571,4.187,8.734,0.446,0.035,0.654,309.486,0.0,0.1,0.045,0.0,0.0,0.444,0.0,0.0,1
Viet Nam,3372,Quang Nam,2002,266332.672,0.0,193624.81,10566.495,31529.081,8264.704,0.92,714.847,1.437,946.878,813.098,2798.47,3.125,3889.145,,,,359.198,607.263,0.377,,4885.602,,0.215,50.353,0.217,2.216,2.177,,0.578,0.566,0.009,0.289,0.103,0.032,0.277,0.831,0.302,,114.598,,396.83,,209.296,,0.349,0.403,,,,0.04,491.529,1.152,0.696,0.444,0.02,1.646,0.611,8.466,4.392,5.813,0.118,0.176,0.727,230.977,0.031,0.093,0.099,0.0,0.0,0.639,0.0,0.0,1
Viet Nam,3372,Quang Nam,2008,281054.0,14661.0,250678.0,78201.0,114431.0,1971.0,0.904,1377.543,1.875,1685.422,839.851,4628.817,7.8,,,,,462.454,783.432,0.379,,5632.306,,0.223,50.946,0.181,2.121,2.132,0.052,,0.541,0.034,0.313,0.1,0.012,0.37,0.72,0.176,0.612,145.696,810.089,979.907,,249.75,,0.437,0.378,,,,0.278,518.997,1.007,0.572,0.435,0.061,7.688,0.771,9.284,4.253,6.556,0.407,0.019,0.892,385.872,0.009,0.142,0.098,0.0,0.0,0.481,0.0,0.0,1
Viet Nam,3374,Quang Ngai,2002,231714.588,0.0,109965.569,703.416,30052.862,2627.369,0.94,907.505,1.803,1144.383,882.941,3323.892,3.389,4421.501,,,,335.682,576.278,0.382,,5153.559,,0.224,52.199,0.238,2.263,2.404,,0.368,0.584,0.029,0.32,0.059,0.008,0.32,0.996,0.168,,162.095,,484.234,,200.376,,0.369,0.363,,,,0.003,650.507,1.276,0.727,0.544,0.078,1.646,0.734,7.641,4.668,5.091,0.13,0.063,0.475,137.917,0.011,0.192,0.067,0.0,0.0,0.737,0.0,0.0,1
Viet Nam,3374,Quang Ngai,2008,242475.0,31370.0,242475.0,74421.0,80119.0,3072.0,0.909,1519.867,1.931,1820.774,1074.407,5521.959,8.767,,,,,481.957,812.118,0.366,,7341.201,,0.228,51.891,0.187,2.065,2.092,0.129,,0.585,0.04,0.275,0.08,0.02,0.344,0.734,0.104,0.707,165.525,902.809,1110.809,,330.846,,0.406,0.34,,,,0.307,510.219,0.95,0.505,0.445,0.077,7.465,0.712,8.473,4.157,6.069,0.33,0.034,1.0,162.568,0.018,0.24,0.057,0.0,0.0,0.437,0.0,0.0,1
Viet Nam,3375,Quang Ninh,2002,136382.984,0.0,101158.376,1584.9,7463.835,9521.388,0.733,1022.497,1.825,1396.399,1107.732,3438.168,3.736,4614.738,,,,423.615,829.442,0.315,,6596.007,,0.207,47.462,0.133,2.317,2.139,,0.0,0.534,0.029,0.281,0.133,0.022,0.578,1.578,0.241,,109.855,,588.621,,216.838,,0.388,0.375,,,,0.012,649.431,1.382,0.742,0.543,0.073,,0.718,7.59,4.456,7.598,0.055,0.113,0.742,374.324,0.07,0.005,0.161,0.0,0.0,1.412,0.0,0.0,1
Viet Nam,3375,Quang Ninh,2008,142266.0,13757.0,83717.0,46158.0,13989.0,1945.0,0.942,1400.986,1.826,1598.663,1821.37,4780.689,4.331,,,,,581.741,938.418,0.386,,7497.966,,0.245,50.553,0.136,2.142,2.435,0.097,,0.57,0.074,0.263,0.068,0.024,0.301,1.635,0.084,0.757,152.733,1170.404,918.901,,234.81,,0.328,0.395,,,,0.324,859.584,1.371,0.8,0.57,0.063,7.973,1.165,14.63,4.577,7.231,0.098,0.014,0.588,179.24,0.018,0.069,0.213,0.0,0.0,1.353,0.0,0.0,1
Viet Nam,3376,Quang Tri,2002,109952.17,0.0,71523.448,8914.241,20222.832,3990.861,0.834,806.87,1.64,995.481,793.03,2141.797,3.076,3457.974,,,,263.619,571.307,0.31,,5188.47,,0.248,50.4,0.237,2.371,2.389,,0.041,0.666,0.008,0.218,0.075,0.033,0.491,0.847,0.165,,40.651,,370.206,,134.477,,0.399,0.388,,,,0.081,1049.845,1.282,0.751,0.527,0.019,0.571,0.596,6.663,4.76,5.83,0.184,0.055,0.65,147.457,0.036,0.063,0.09,0.0,0.0,0.693,0.0,0.0,1
Viet Nam,3376,Quang Tri,2008,121631.0,5176.0,104057.0,70001.0,50834.0,0.0,0.819,1427.618,2.011,1960.847,1074.326,2706.417,6.666,,,,,478.465,840.284,0.285,,5888.254,,0.275,48.887,0.193,2.222,2.411,0.043,,0.599,0.026,0.242,0.113,0.019,0.596,1.284,0.081,0.382,40.65,581.257,560.189,,171.432,,0.427,0.392,,,,0.576,1746.054,1.077,0.713,0.364,0.047,4.053,0.73,7.861,4.632,7.472,0.418,0.042,0.856,247.674,0.0,0.275,0.114,0.0,0.0,0.896,0.0,0.0,1
Viet Nam,3377,Soc Trang,2002,158553.317,0.0,133358.824,2611.552,3721.017,7815.902,0.613,1951.767,4.73,2174.052,431.219,2342.036,8.901,3031.58,,,,404.309,754.482,0.161,,5666.936,,0.25,50.497,0.252,2.523,2.317,,2.416,0.658,0.085,0.141,0.06,0.056,0.856,0.395,0.221,,173.337,,525.122,,301.547,,0.844,0.58,,,,0.016,1570.133,1.026,0.472,0.534,0.269,2.316,0.378,5.067,4.84,3.98,0.023,0.062,0.841,181.64,0.049,0.0,0.072,0.0,0.0,0.324,0.0,0.0,1
Viet Nam,3377,Soc Trang,2008,173824.0,4142.0,167724.0,60753.0,15945.0,0.0,0.647,2942.747,7.179,3431.415,527.637,3196.342,13.257,,,,,523.856,901.71,0.147,,6428.135,,0.239,55.274,0.219,2.105,2.229,0.024,,0.714,0.073,0.086,0.103,0.024,1.106,0.491,0.071,0.857,203.842,535.549,713.355,,172.187,,0.823,0.447,,,,0.35,797.651,1.187,0.513,0.675,0.188,7.308,0.562,6.217,4.334,4.264,0.092,0.018,0.965,269.858,0.0,0.019,0.053,0.0,0.0,0.419,0.0,0.0,1
Viet Nam,3378,Son La,2002,129272.979,0.0,51592.606,911.694,4650.106,2531.305,0.459,1365.249,2.532,1805.797,577.224,1471.518,3.152,1918.891,,,,311.935,591.825,0.482,,4611.763,,0.116,40.854,0.042,2.779,2.532,,0.922,0.829,0.005,0.112,0.05,0.004,1.325,0.978,0.097,,10.718,,112.854,,130.248,,0.453,0.253,,,,0.007,498.111,2.235,1.148,1.087,0.011,,0.217,6.758,5.311,5.143,0.036,0.041,0.399,64.652,0.02,0.212,0.132,0.0,0.0,0.634,0.0,0.0,1
Viet Nam,3378,Son La,2008,191249.0,21331.0,102452.0,78232.0,22774.0,0.0,0.391,1582.951,2.402,2039.854,691.876,1510.32,3.259,,,,,355.122,649.467,0.447,,8476.502,,0.152,42.718,0.07,2.612,2.775,0.112,,0.729,0.016,0.186,0.059,0.01,2.078,0.68,0.204,0.133,19.88,211.899,124.308,,77.525,,0.472,0.237,,,,0.409,716.01,2.391,1.344,1.047,0.038,7.127,0.402,9.45,5.388,5.465,0.119,0.008,0.536,102.812,0.0,0.178,0.141,0.0,0.0,0.361,0.0,0.0,1
Viet Nam,3379,Tay Ninh,2002,142530.603,0.0,99915.039,3838.962,4519.016,8078.254,0.663,1248.284,2.705,1620.1,525.066,2039.399,4.945,3283.2,,,,415.508,755.36,0.198,,6928.549,,0.215,47.706,0.208,2.322,2.345,,0.0,0.493,0.128,0.256,0.063,0.06,0.763,0.482,0.324,,179.069,,599.832,,225.199,,0.673,0.65,,,,0.027,946.647,0.779,0.335,0.44,0.432,,0.667,6.636,4.666,5.006,0.032,0.075,0.701,274.742,0.057,0.08,0.086,0.0,0.0,0.316,0.0,0.0,1
Viet Nam,3379,Tay Ninh,2008,134492.0,0.0,125640.0,44288.0,8935.0,0.0,0.611,1936.429,3.453,2864.997,954.763,2809.498,15.48,,,,,561.442,897.969,0.136,,8170.04,,0.217,50.063,0.226,2.121,1.845,0.0,,0.474,0.157,0.292,0.054,0.022,1.054,1.348,0.14,0.769,163.806,651.282,749.211,,173.89,,0.742,0.391,,,,0.329,1030.549,0.928,0.385,0.543,0.394,8.063,0.923,8.682,3.966,5.729,0.066,0.007,0.934,269.433,0.0,0.552,0.051,0.0,0.0,0.745,0.0,0.0,1
Viet Nam,3380,Thai Binh,2002,448349.059,0.0,416711.781,7298.393,45784.874,9875.166,0.982,1308.039,2.362,1349.544,712.25,6247.955,6.601,6761.096,,,,336.857,553.413,0.511,,4553.229,,0.152,48.123,0.145,1.759,1.911,,0.217,0.56,0.003,0.259,0.139,0.039,0.205,0.69,0.402,,220.868,,680.563,,215.81,,0.161,0.329,,,,0.016,387.439,0.856,0.513,0.34,0.011,,0.575,5.433,3.67,8.09,0.102,0.125,0.929,303.509,0.022,0.007,0.078,0.0,0.0,0.606,0.0,0.0,1
Viet Nam,3380,Thai Binh,2008,490271.0,8031.0,490271.0,108642.0,137490.0,0.0,0.97,1661.366,2.312,1756.5,1076.585,7608.599,9.366,,,,,465.553,784.322,0.421,,6648.945,,0.15,49.504,0.121,1.819,1.835,0.016,,0.564,0.013,0.289,0.129,0.005,0.224,0.884,0.05,0.941,333.198,1662.974,1115.925,,282.465,,0.416,0.344,,,,0.222,579.671,0.797,0.493,0.304,0.004,12.034,0.885,8.101,3.654,8.685,0.28,0.027,1.0,372.315,0.0,0.033,0.162,0.0,0.0,0.688,0.0,0.0,1
Viet Nam,3381,Thai Nguyen,2002,213435.457,0.0,205299.29,10411.333,24763.186,11798.066,0.85,1104.999,1.951,1564.022,1096.001,3475.787,3.307,4888.152,,,,387.118,728.021,0.466,,6139.044,,0.204,44.501,0.113,2.213,2.215,,0.249,0.608,0.011,0.254,0.111,0.016,0.498,1.278,0.308,,158.485,,635.996,,154.206,,0.192,0.295,,,,0.049,412.996,1.696,0.945,0.741,0.024,1.317,0.389,6.36,4.428,8.086,0.116,0.062,0.962,263.278,0.055,0.032,0.189,0.0,0.0,1.057,0.0,0.0,1
Viet Nam,3381,Thai Nguyen,2008,222502.0,16155.0,193766.0,98527.0,29517.0,3991.0,0.89,1157.419,1.506,1431.506,1332.661,3576.26,3.529,,,,,593.695,872.254,0.473,,5690.975,,0.182,48.729,0.136,2.002,2.033,0.073,,0.579,0.027,0.247,0.121,0.025,0.502,1.305,0.224,0.524,88.552,917.286,639.397,,146.148,,0.209,0.32,,,,0.443,844.317,1.54,0.904,0.635,0.017,7.192,0.736,7.999,4.036,7.311,0.133,0.013,0.871,259.261,0.023,0.019,0.235,0.0,0.0,1.051,0.0,0.0,1
